Fold,Model,AUC,Brier,Slope,Imputation,Delta,Threshold
4,glmnet,0.512987012987013,0.2400944986677443,0.10589226831308148,3,5,-10
4,rf,0.5238095238095238,0.23917255360097914,0.1389273812257683,3,5,-10
4,xgb,0.5941558441558442,0.23211329450359838,0.35996444126974575,3,5,-10
5,glmnet,0.5465367965367965,0.2552222413434582,-0.0031315090541799923,3,5,-10
5,rf,0.5378787878787878,0.23533378662788382,0.13155881110847933,3,5,-10
5,xgb,0.49783549783549785,0.24731667987278025,7.928129221187639e-5,3,5,-10
1,glmnet,0.7497435897435898,0.19896451669035686,1.0958108004525682,4,5,0
1,rf,0.6953846153846154,0.21937971705448828,0.8069392076568173,4,5,0
1,xgb,0.7056410256410257,0.21804814981646745,0.7289160771466201,4,5,0
2,glmnet,0.8133333333333334,0.18264090962420088,2.070741624790915,4,5,0
2,rf,0.7497435897435898,0.19856825195923836,1.3352507254338377,4,5,0
2,xgb,0.7548717948717949,0.1937734469080101,1.0309353858721264,4,5,0
3,glmnet,0.6902564102564103,0.21949808386127156,0.7702152411721919,4,5,0
3,rf,0.6184615384615384,0.2302251133258007,0.5969597659207335,4,5,0
3,xgb,0.64,0.22955251267804122,0.5624012233634176,4,5,0
4,glmnet,0.6369230769230769,0.22600689661942278,0.5772870726081845,4,5,0
4,rf,0.5661538461538461,0.24680166248087484,0.27424454316341235,4,5,0
4,xgb,0.6553846153846155,0.22408288071667065,0.6159781847463096,4,5,0
5,glmnet,0.6271367521367521,0.23482883024826848,0.4281276097282117,4,5,0
5,rf,0.5897435897435898,0.2447255824074718,0.34142677164044916,4,5,0
5,xgb,0.6132478632478633,0.24132995479877292,0.3781338687925653,4,5,0
1,glmnet,0.6842619745845553,0.22770124444995457,0.7249401922333767,4,5,-5
1,rf,0.6285434995112414,0.23675485692477508,0.6719326646477175,4,5,-5
1,xgb,0.6402737047898338,0.24020198508444898,0.5232821296452026,4,5,-5
2,glmnet,0.7119140625,0.2143851777175325,0.9104990073840094,4,5,-5
2,rf,0.7041015625,0.22010795317519055,0.8224591846561106,4,5,-5
2,xgb,0.7060546875,0.21676401664042394,0.7722465783131188,4,5,-5
3,glmnet,0.6871945259042034,0.2225358446551329,1.9616591890539787,4,5,-5
3,rf,0.678396871945259,0.22468542818245446,0.8450776894055582,4,5,-5
3,xgb,0.696969696969697,0.22161180549125392,0.7953703640064355,4,5,-5
4,glmnet,0.6695992179863147,0.22305285192901145,0.8338500541160216,4,5,-5
4,rf,0.6148582600195504,0.25412338417175756,0.43959723161388997,4,5,-5
4,xgb,0.6441837732160313,0.24788707882410652,0.4870726973021821,4,5,-5
5,glmnet,0.7399193548387096,0.19609635632934053,1.309691840020627,4,5,-5
5,rf,0.7328629032258065,0.2092621488395248,1.4316623970935243,4,5,-5
5,xgb,0.7157258064516129,0.2114521236237772,1.029019630048012,4,5,-5
1,glmnet,0.7421568627450981,0.20240654638860284,1.152995294898256,4,5,-7
1,rf,0.703921568627451,0.21656221459058694,0.9403605830177099,4,5,-7
1,xgb,0.6833333333333333,0.22726757526255592,0.7149898947593163,4,5,-7
2,glmnet,0.6990196078431372,0.21187017688512552,1.2271713165625437,4,5,-7
2,rf,0.6990196078431372,0.22047931066583232,0.7697786271827238,4,5,-7
2,xgb,0.7039215686274509,0.22844636720636086,0.6264211394818858,4,5,-7
3,glmnet,0.6480392156862745,0.22871373345643048,0.7454438927985578,4,5,-7
3,rf,0.657843137254902,0.2409729522448053,0.5406507805334291,4,5,-7
3,xgb,0.6882352941176471,0.23354017538805483,0.5466238818705947,4,5,-7
4,glmnet,0.6694581280788177,0.22008230015643743,1.0285486766586422,4,5,-7
4,rf,0.6522167487684729,0.2297522677975015,0.7742819208716164,4,5,-7
4,xgb,0.6847290640394089,0.22577005004614936,0.7684109978482299,4,5,-7
5,glmnet,0.72920892494929,0.20200206141864352,1.0569017468743649,4,5,-7
5,rf,0.7119675456389453,0.21690206185691185,0.7959998486586473,4,5,-7
5,xgb,0.7241379310344828,0.21454100885995178,0.7843238242541581,4,5,-7
1,glmnet,0.6486486486486487,0.2325923856233375,0.5303734938105192,4,5,-10
1,rf,0.6576576576576577,0.23118371837563406,0.5026221880698911,4,5,-10
1,xgb,0.6996996996996997,0.22139064910634149,0.5880205788719163,4,5,-10
2,glmnet,0.7962962962962964,0.1913572023911942,2.8495117031467103,4,5,-10
2,rf,0.8199588477366255,0.17311028694357095,1.4635289285944155,4,5,-10
2,xgb,0.8292181069958847,0.17387797884515793,1.244870988901682,4,5,-10
3,glmnet,0.7470238095238095,0.1849991729513217,1.3218429852776246,4,5,-10
3,rf,0.746031746031746,0.20711215277764275,1.0542610101869454,4,5,-10
3,xgb,0.7311507936507936,0.20861718875181987,0.855617123282496,4,5,-10
4,glmnet,0.6369047619047619,0.22874776467152858,0.617754600399986,4,5,-10
4,rf,0.6468253968253969,0.24294861653767982,0.43751698784824233,4,5,-10
4,xgb,0.6785714285714286,0.24485376547853915,0.4210562283790086,4,5,-10
5,glmnet,0.7108134920634921,0.20066671652167278,1.0143011151419905,4,5,-10
5,rf,0.7202380952380952,0.2088967818726033,0.8157666506857376,4,5,-10
5,xgb,0.7172619047619048,0.20763656693672355,0.6559326247438244,4,5,-10
1,glmnet,0.7098039215686275,0.21724247448065712,1.1289830283812632,5,5,0
1,rf,0.5980392156862745,0.24713657737408076,0.561628318533439,5,5,0
1,xgb,0.6,0.2500283332936741,0.4575642671978637,5,5,0
2,glmnet,0.7450980392156863,0.20670740278537342,1.0863042711497526,5,5,0
2,rf,0.6323529411764706,0.23821396927080826,0.7558945706155666,5,5,0
2,xgb,0.6735294117647059,0.22976924143843305,0.8135509889198127,5,5,0
3,glmnet,0.5757575757575758,0.24168408189459992,0.8627093480358529,5,5,0
3,rf,0.5679374389051809,0.2516709842497621,0.4689966724218288,5,5,0
3,xgb,0.44868035190615835,0.26881444259944415,0.2656553321254714,5,5,0
4,glmnet,0.7090909090909091,0.2197382096118012,1.27023849376355,5,5,0
4,rf,0.7212121212121212,0.2169574419736553,1.4743975738685244,5,5,0
4,xgb,0.6727272727272727,0.23286252314037106,0.633737932229314,5,5,0
5,glmnet,0.5352941176470588,0.2561896588948738,-0.9184152777836762,5,5,0
5,rf,0.4647058823529412,0.25887258785656464,0.26604626548455135,5,5,0
5,xgb,0.4941176470588235,0.2771906582215382,0.05988314054032894,5,5,0
1,glmnet,0.6918604651162791,0.204216335285198,0.8734367377673422,5,5,-5
1,rf,0.6348837209302326,0.21005148834948567,0.8044815281405846,5,5,-5
1,xgb,0.5953488372093023,0.21714883141154648,0.47276505358031423,5,5,-5
2,glmnet,0.6079734219269103,0.21927322471316005,0.5285429356825246,5,5,-5
2,rf,0.521594684385382,0.23306811070384442,0.06902978658164202,5,5,-5
2,xgb,0.48615725359911405,0.24450490221268542,-0.16638754592551064,5,5,-5
3,glmnet,0.6079734219269103,0.21373345874261737,0.7467024394866751,5,5,-5
3,rf,0.4939091915836102,0.2341402499689071,-0.002092483717030269,5,5,-5
3,xgb,0.5083056478405316,0.23551311665965538,-0.010480704111644652,5,5,-5
4,glmnet,0.5806818181818182,0.2118636359474032,0.5175849824261748,5,5,-5
4,rf,0.4454545454545455,0.21172687285543074,0.5974132039226968,5,5,-5
4,xgb,0.5306818181818181,0.22089653638572482,0.21890918983877294,5,5,-5
5,glmnet,0.689922480620155,0.19585327091506344,1.101932271021452,5,5,-5
5,rf,0.5570321151716501,0.22404305720232795,0.3870598361557502,5,5,-5
5,xgb,0.6378737541528239,0.21337374820223726,0.6882988223448916,5,5,-5
1,glmnet,0.6501182033096926,0.1974986312494207,0.6262934500761788,5,5,-7
1,rf,0.6962174940898346,0.18381514892147727,1.1646495181508834,5,5,-7
1,xgb,0.6501182033096927,0.19786208824814663,0.6425191496609803,5,5,-7
2,glmnet,0.5219023779724656,0.2014044622656093,0.14039548760797554,5,5,-7
2,rf,0.4718397997496871,0.22278753300619958,-0.19510327188808754,5,5,-7
2,xgb,0.44430538172715894,0.22583719034603447,-0.25566834876383954,5,5,-7
3,glmnet,0.6943734015345269,0.18202403083964025,1.7686910673743077,5,5,-7
3,rf,0.6329923273657289,0.19059440186548787,1.002711327331045,5,5,-7
3,xgb,0.6214833759590793,0.19050266746589847,0.8902040610425238,5,5,-7
4,glmnet,0.6406649616368286,0.193965039188121,0.6403757813345418,5,5,-7
4,rf,0.5639386189258312,0.2066792137865409,0.34081975129291064,5,5,-7
4,xgb,0.5767263427109974,0.20993463520105468,0.2860566549824102,5,5,-7
5,glmnet,0.4951690821256039,0.21714772692995812,0.10555669719434545,5,5,-7
5,rf,0.5760869565217391,0.22369660673584807,-0.4742203978500383,5,5,-7
5,xgb,0.6316425120772947,0.23028355765843372,-0.6213261199603962,5,5,-7
1,glmnet,0.5714285714285714,0.17829232904901843,0.32323200374391275,5,5,-10
1,rf,0.5314285714285715,0.1888979632435535,0.09104215254651987,5,5,-10
1,xgb,0.5385714285714286,0.19063893077101715,0.13479947826548047,5,5,-10
2,glmnet,0.5914285714285714,0.16836065022240965,0.9721938206968218,5,5,-10
2,rf,0.5014285714285714,0.18381913696812988,0.015026500826717748,5,5,-10
2,xgb,0.5628571428571428,0.17468784327961567,0.37789298592909526,5,5,-10
3,glmnet,0.6630769230769231,0.1603835175124572,5.47870725976987,5,5,-10
3,rf,0.44153846153846155,0.16677906824484115,0.48009755758722816,5,5,-10
3,xgb,0.6076923076923076,0.18794799856929162,-0.28831345195298397,5,5,-10
4,glmnet,0.5641025641025641,0.1851020727305354,-0.16028036561975031,5,5,-10
4,rf,0.5972850678733032,0.19179710331846658,-0.4854188858333277,5,5,-10
4,xgb,0.5957767722473605,0.1972804158509326,-0.36084651435643883,5,5,-10
5,glmnet,0.6392857142857142,0.16772512145129734,3.5339343181390457,5,5,-10
5,rf,0.5028571428571429,0.1779747050501159,-0.04493265235670865,5,5,-10
5,xgb,0.5228571428571428,0.17350758161901975,0.1403890110735184,5,5,-10
1,glmnet,0.7272267206477733,0.23608107287400318,14.353957696672007,6,5,0
1,rf,0.687246963562753,0.21713530750189264,1.073304502655327,6,5,0
1,xgb,0.7145748987854251,0.21300332041756348,1.0812995346884755,6,5,0
2,glmnet,0.5161943319838057,0.2596717114512412,0.11105759822398494,6,5,0
2,rf,0.5546558704453441,0.2571082385936303,0.22198936850982012,6,5,0
2,xgb,0.6143724696356275,0.2432780630787975,0.42661041600151783,6,5,0
3,glmnet,0.6639676113360324,0.22450999500433244,0.6622638340702377,6,5,0
3,rf,0.6629554655870445,0.2170365629257913,0.8947427393368803,6,5,0
3,xgb,0.688259109311741,0.2147207139312992,0.7181821838152974,6,5,0
4,glmnet,0.7261538461538461,0.2002653587282317,1.1949296569530965,6,5,0
4,rf,0.6441025641025641,0.22724220798801206,0.6806094877637728,6,5,0
4,xgb,0.638974358974359,0.2274348764312274,0.6049323578987215,6,5,0
5,glmnet,0.608421052631579,0.23806849874820263,0.5103675795004098,6,5,0
5,rf,0.5442105263157895,0.2520834266178972,0.23802801474945906,6,5,0
5,xgb,0.6,0.24419602614493954,0.40539374212083995,6,5,0
1,glmnet,0.5804521276595744,0.18625956792865908,2.1407598837269743,6,5,-5
1,rf,0.5478723404255319,0.1995807895761526,0.18395669119461336,6,5,-5
1,xgb,0.5159574468085106,0.2206199000893217,0.06757157389254174,6,5,-5
2,glmnet,0.4186197916666667,0.18439694725923927,1.718179481110425,6,5,-5
2,rf,0.68359375,0.17412722753873958,1.1346043111058017,6,5,-5
2,xgb,0.6796875,0.18252800543300482,0.734344723479618,6,5,-5
3,glmnet,0.5826822916666666,0.18530291739603216,1.1534279708748396,6,5,-5
3,rf,0.64453125,0.1773289935965142,0.8409811622887182,6,5,-5
3,xgb,0.5846354166666666,0.18834577746404302,0.38960234891943957,6,5,-5
4,glmnet,0.5885416666666666,0.18549478626741378,0.6331237051554327,6,5,-5
4,rf,0.56640625,0.19211039843721925,0.38018902723545345,6,5,-5
4,xgb,0.5494791666666666,0.2021076429649597,0.15108077545202062,6,5,-5
5,glmnet,0.6263020833333334,0.18273233153874194,2.8173976437673054,6,5,-5
5,rf,0.62109375,0.18398834193570512,0.6841045907262215,6,5,-5
5,xgb,0.6315104166666666,0.18607860017915812,0.5612022893020339,6,5,-5
1,glmnet,0.5980392156862745,0.1596733339896256,1.1838528995636683,6,5,-7
1,rf,0.6184012066365008,0.15629104185921192,0.5410437141760784,6,5,-7
1,xgb,0.6515837104072398,0.1573098270674242,0.6277316960866528,6,5,-7
2,glmnet,0.62,0.1587499534116866,0.6711273089345562,6,5,-7
2,rf,0.5476923076923077,0.17659164808076577,0.14481158258077423,6,5,-7
2,xgb,0.6230769230769231,0.1721103079504659,0.38270950769331796,6,5,-7
3,glmnet,0.5,0.16186586889657825,NA,6,5,-7
3,rf,0.6666666666666666,0.1524090039526113,0.8225273079925696,6,5,-7
3,xgb,0.746606334841629,0.14389913544039756,1.0494780305625293,6,5,-7
4,glmnet,0.5648567119155354,0.16072788520873355,0.728805577248001,6,5,-7
4,rf,0.5535444947209653,0.18757050633372752,0.17532579536670015,6,5,-7
4,xgb,0.5113122171945701,0.21692952918956204,-0.049331311014567655,6,5,-7
5,glmnet,0.665158371040724,0.1564984285558743,2.4894648090817233,6,5,-7
5,rf,0.6515837104072398,0.15496392301905515,0.8693545789143942,6,5,-7
5,xgb,0.6349924585218703,0.16157568738033923,0.5619826283908195,6,5,-7
1,glmnet,0.7518518518518518,0.12587585175237115,5.218066348780907,6,5,-10
1,rf,0.6685185185185185,0.12792486844303924,0.8166505196235213,6,5,-10
1,xgb,0.7037037037037037,0.12773676487246854,0.7894089150985099,6,5,-10
2,glmnet,0.6555555555555556,0.12849465549019803,2.0900782332818015,6,5,-10
2,rf,0.6703703703703704,0.13777089576426385,0.5088860506212795,6,5,-10
2,xgb,0.6759259259259259,0.1431506203000934,0.43510541721385815,6,5,-10
3,glmnet,0.6688679245283019,0.1293215985879162,1.871263902460896,6,5,-10
3,rf,0.6528301886792452,0.12913816876502573,0.6632663752567645,6,5,-10
