Fold,Model,AUC,Brier,Slope,Imputation,Delta,Threshold
2,xgb,0.5730994152046783,0.24707739959148659,-0.5535093299975851,1,0,-7
3,glmnet,0.5061728395061729,0.21179276819577264,0.05877384042107481,1,0,-7
3,rf,0.4876543209876543,0.2196380693991205,-0.18311417080165912,1,0,-7
3,xgb,0.42098765432098767,0.23964079018976503,-0.5330169323065622,1,0,-7
4,glmnet,0.5,0.20222846981930026,NA,1,0,-7
4,rf,0.5483091787439613,0.2038738561343142,0.22488791828637475,1,0,-7
4,xgb,0.571256038647343,0.20396648510065546,0.35321498323727324,1,0,-7
5,glmnet,0.531578947368421,0.21312086182045842,-0.1295771145137526,1,0,-7
5,rf,0.5847953216374269,0.21006567094652062,0.4677916325044032,1,0,-7
5,xgb,0.5415204678362573,0.21892107388564885,0.13400138627980981,1,0,-7
1,glmnet,0.5478723404255319,0.19894666307822861,1.2280271402089653,1,0,-10
1,rf,0.4940898345153664,0.2076039975875292,0.18612280038460866,1,0,-10
1,xgb,0.5354609929078015,0.22612581489047714,-0.15481650943455158,1,0,-10
2,glmnet,0.5181159420289855,0.22213224011231503,-0.14915139462687488,1,0,-10
2,rf,0.5990338164251208,0.22935552325789427,-0.5392302643928619,1,0,-10
2,xgb,0.5241545893719807,0.21993092990294386,-0.10202239913261221,1,0,-10
3,glmnet,0.49123904881101377,0.1972152878025371,-0.12033853601024341,1,0,-10
3,rf,0.5294117647058824,0.21651509166443378,-0.17196392361436333,1,0,-10
3,xgb,0.5769712140175219,0.22927963687747888,-0.4048821438096451,1,0,-10
4,glmnet,0.5,0.1970398918030754,NA,1,0,-10
4,rf,0.680306905370844,0.18592947913922991,1.077964588407446,1,0,-10
4,xgb,0.7097186700767264,0.17906918910647657,1.0872198226093435,1,0,-10
5,glmnet,0.6023017902813299,0.19791470305204353,0.5313209744484507,1,0,-10
5,rf,0.5843989769820972,0.19209833129173629,0.5939336902848693,1,0,-10
5,xgb,0.6253196930946292,0.18719630191379372,0.788346874310422,1,0,-10
1,glmnet,0.6533333333333333,0.22476761246237012,0.6794125087690951,2,0,0
1,rf,0.6164102564102564,0.23793426806053106,0.4929528624651178,2,0,0
1,xgb,0.6307692307692307,0.2373270338456915,0.4614414590858426,2,0,0
2,glmnet,0.7789473684210526,0.19308788813102418,2.129826409237678,2,0,0
2,rf,0.6147368421052631,0.23215189105800207,0.6238469699210689,2,0,0
2,xgb,0.66,0.222470267146696,0.7597847013053368,2,0,0
3,glmnet,0.6849112426035503,0.2238919326147802,1.9882408171129924,2,0,0
3,rf,0.6844181459566075,0.21697262050145907,1.1583480856744046,2,0,0
3,xgb,0.727810650887574,0.21061489996344288,1.1907963066459057,2,0,0
4,glmnet,0.6594871794871795,0.22864809641170902,0.5717590267378958,2,0,0
4,rf,0.6194871794871795,0.23030130331732931,0.6019923477726817,2,0,0
4,xgb,0.597948717948718,0.24025621092940705,0.44711758262111057,2,0,0
5,glmnet,0.6231578947368421,0.24717461614290778,0.3613301171062019,2,0,0
5,rf,0.5452631578947369,0.2565521264431419,0.20092603811815402,2,0,0
5,xgb,0.5715789473684211,0.25802262656555114,0.2576934875699425,2,0,0
1,glmnet,0.4965986394557823,0.21545743361814407,-0.05035650928524378,2,0,-5
1,rf,0.527891156462585,0.19964491601664305,-0.1008570994679246,2,0,-5
1,xgb,0.5346938775510204,0.20364550056912922,-0.10961699978681068,2,0,-5
2,glmnet,0.7537414965986394,0.1515138184483459,1.5806593433398617,2,0,-5
2,rf,0.7047619047619048,0.1683981941680098,0.7801168941957636,2,0,-5
2,xgb,0.7591836734693878,0.15460397953610552,1.0844617349233996,2,0,-5
3,glmnet,0.6136054421768707,0.19323678149222917,0.3923914782053042,2,0,-5
3,rf,0.6571428571428571,0.17374697455130947,0.8042716683599186,2,0,-5
3,xgb,0.6462585034013605,0.17758003221928123,0.6086054768837887,2,0,-5
4,glmnet,0.619533527696793,0.17027699111390457,0.9923167047760278,2,0,-5
4,rf,0.6705539358600583,0.17192056461215588,0.6728406895031773,2,0,-5
4,xgb,0.6632653061224489,0.18172410350192333,0.46025363523136414,2,0,-5
5,glmnet,0.7224489795918367,0.15896716619603105,1.0988358403745833,2,0,-5
5,rf,0.7346938775510204,0.1596623831810646,1.5242077237860037,2,0,-5
5,xgb,0.7551020408163265,0.15086481537789953,1.4968769521408691,2,0,-5
1,glmnet,0.6748251748251749,0.13974300522048672,1.1249389350216188,2,0,-7
1,rf,0.5909090909090909,0.15007506914926683,0.41766401700314215,2,0,-7
1,xgb,0.5891608391608392,0.1563872229886676,0.26661121105810914,2,0,-7
2,glmnet,0.6362179487179487,0.1508256941313753,0.5846488446211111,2,0,-7
2,rf,0.5625,0.16456091998990094,0.2632046479345858,2,0,-7
2,xgb,0.5849358974358975,0.1682658294187799,0.2687737262136861,2,0,-7
3,glmnet,0.7259615384615384,0.13887398419123412,1.0782073282906697,2,0,-7
3,rf,0.639423076923077,0.15139959576203665,0.6463187821416893,2,0,-7
3,xgb,0.6121794871794872,0.15313981186226872,0.5291777609745872,2,0,-7
4,glmnet,0.7035256410256411,0.14595671650602765,1.1325785225885874,2,0,-7
4,rf,0.6233974358974359,0.1521853936285446,0.7015617076295769,2,0,-7
4,xgb,0.673076923076923,0.14286771985687496,0.8749009375102927,2,0,-7
5,glmnet,0.4358974358974359,0.16958545154997273,0.2297788649485211,2,0,-7
5,rf,0.44871794871794873,0.15844523135702546,0.21898058394283776,2,0,-7
5,xgb,0.578525641025641,0.16049850286369305,0.3017091350556527,2,0,-7
1,glmnet,0.6660377358490566,0.12670269635313483,0.8691831489410073,2,0,-10
1,rf,0.6471698113207547,0.1322094073025847,0.5945760312287676,2,0,-10
1,xgb,0.7349056603773585,0.11962684662127092,0.9665033380386691,2,0,-10
2,glmnet,0.6925925925925926,0.12601807327664663,1.471314100552597,2,0,-10
2,rf,0.7037037037037037,0.12364412598645608,1.021819248843908,2,0,-10
2,xgb,0.6962962962962963,0.12981224963499893,0.8544241137510821,2,0,-10
3,glmnet,0.5185185185185185,0.13322741071380062,0.2507704213258123,2,0,-10
3,rf,0.5851851851851851,0.14166377264025076,0.219500894145596,2,0,-10
3,xgb,0.6037037037037037,0.13537841189586802,0.35594619109950726,2,0,-10
4,glmnet,0.6388888888888888,0.12942664442377128,0.9974472465332108,2,0,-10
4,rf,0.6074074074074074,0.1334749246279228,0.42777417080664404,2,0,-10
4,xgb,0.65,0.1285564363204592,0.659440744761809,2,0,-10
5,glmnet,0.737037037037037,0.12263586016948898,1.0623254157230757,2,0,-10
5,rf,0.7240740740740741,0.1213378841193168,1.1201455560520321,2,0,-10
5,xgb,0.7407407407407407,0.12362998920370716,0.8652724462396991,2,0,-10
1,glmnet,0.6498015873015873,0.23340057047575502,0.7354943050119259,3,0,0
1,rf,0.5724206349206349,0.26209960204385657,0.07990497985437257,3,0,0
1,xgb,0.5724206349206349,0.27048531114923874,0.07651164984624421,3,0,0
2,glmnet,0.5634920634920635,0.2607415867310323,0.24190872424259488,3,0,0
2,rf,0.5753968253968254,0.24520922517447843,0.5442773384886157,3,0,0
2,xgb,0.621031746031746,0.238970736524245,0.5507739452973246,3,0,0
3,glmnet,0.7162698412698413,0.21108534357676925,1.210142440830998,3,0,0
3,rf,0.5753968253968254,0.25394943547264753,0.30531732561537184,3,0,0
3,xgb,0.5486111111111112,0.2674110019989543,0.167508391251992,3,0,0
4,glmnet,0.6440329218106996,0.23041754725712363,0.7805874019787852,3,0,0
4,rf,0.6193415637860082,0.2366289059374608,0.6710156201994635,3,0,0
4,xgb,0.6450617283950617,0.2316849117568204,0.659502987990727,3,0,0
5,glmnet,0.683531746031746,0.2241858057652232,0.8760178873356617,3,0,0
5,rf,0.6448412698412699,0.22624583747055216,1.0205731014437172,3,0,0
5,xgb,0.6557539682539683,0.2232689689081895,0.9371794741055772,3,0,0
1,glmnet,0.596875,0.22769076855504647,0.7635278657344642,3,0,-5
1,rf,0.4395833333333333,0.22941727041954302,0.6204865181502977,3,0,-5
1,xgb,0.6583333333333333,0.20847250239913667,1.1972515228731606,3,0,-5
2,glmnet,0.59375,0.2293305045906172,0.78379245472274,3,0,-5
2,rf,0.5229166666666667,0.2498085925032166,-0.08860273603039212,3,0,-5
2,xgb,0.49062500000000003,0.2633429802894521,-0.09161992970811123,3,0,-5
3,glmnet,0.5666666666666667,0.2446288349244075,0.26873489446044574,3,0,-5
3,rf,0.5541666666666667,0.2422457971723612,0.21303476547807892,3,0,-5
3,xgb,0.46979166666666666,0.25411617184323226,0.1629116740308527,3,0,-5
4,glmnet,0.6166666666666667,0.2276222639128896,0.6151923606033974,3,0,-5
4,rf,0.5770833333333333,0.23909555905856542,0.4137045220615054,3,0,-5
4,xgb,0.5625,0.24951147676961538,0.25475769437637785,3,0,-5
5,glmnet,0.48824786324786323,0.2569258116517819,0.1885055609864871,3,0,-5
5,rf,0.4935897435897436,0.2505902298207344,-0.007914167958856154,3,0,-5
5,xgb,0.49038461538461536,0.25892073230478696,0.06565376197984724,3,0,-5
1,glmnet,0.574750830564784,0.21878813963706314,0.49633717019954793,3,0,-7
1,rf,0.4573643410852713,0.2302443152350571,0.24163980674608246,3,0,-7
1,xgb,0.5481727574750831,0.2309511677540109,0.20818194172983853,3,0,-7
2,glmnet,0.5614617940199336,0.23272561613022813,0.24713587939643922,3,0,-7
2,rf,0.4684385382059801,0.245728626328966,-0.33140858663774814,3,0,-7
2,xgb,0.521594684385382,0.2451281165768941,0.03195966239229583,3,0,-7
3,glmnet,0.6746031746031745,0.2045979515290881,1.4479449035666263,3,0,-7
3,rf,0.5816326530612245,0.2188545559129346,0.6481125163943704,3,0,-7
3,xgb,0.47392290249433106,0.24296708224719848,0.15805377627886683,3,0,-7
4,glmnet,0.5813953488372093,0.2295607492032292,0.30107904317266865,3,0,-7
4,rf,0.5083056478405316,0.23939697843443,5.671580292106839e-4,3,0,-7
4,xgb,0.49612403100775193,0.24131589376010584,-0.01964382932688039,3,0,-7
5,glmnet,0.7065337763012182,0.18800982624191132,1.6958742445050468,3,0,-7
5,rf,0.7198228128460686,0.19818212927169765,1.397034077299457,3,0,-7
5,xgb,0.7375415282392026,0.19343875412123696,1.3271456143643776,3,0,-7
1,glmnet,0.5772727272727273,0.2139515389330363,10.015641205702725,3,0,-10
1,rf,0.4693181818181818,0.2218307186364423,0.26523535153063404,3,0,-10
1,xgb,0.5329545454545455,0.22030819376739474,0.23229058654796245,3,0,-10
2,glmnet,0.5920454545454545,0.20996395571840398,0.6587249026454639,3,0,-10
2,rf,0.6136363636363636,0.2095617548381452,0.57702342939845,3,0,-10
2,xgb,0.6261363636363636,0.21096304169762786,0.5135703013799354,3,0,-10
3,glmnet,0.6602272727272728,0.19952772029995575,1.4543346325932944,3,0,-10
3,rf,0.6443181818181818,0.20594478384707346,0.7248924508698927,3,0,-10
3,xgb,0.5977272727272728,0.22128240202126967,0.405888511099435,3,0,-10
4,glmnet,0.6397727272727273,0.2054571200883992,2.5053460079775633,3,0,-10
4,rf,0.6215909090909091,0.21301124112250433,0.6152071835560591,3,0,-10
4,xgb,0.45795454545454545,0.23576360214123682,0.08946539735404668,3,0,-10
5,glmnet,0.6644736842105263,0.20038812682910634,2.5371039467340286,3,0,-10
5,rf,0.6614832535885168,0.19930018651490997,0.8575709931260926,3,0,-10
5,xgb,0.6818181818181818,0.19851010628121987,0.8183352533463103,3,0,-10
1,glmnet,0.6886886886886887,0.2116344277910235,0.8734531627218892,4,0,0
1,rf,0.6216216216216216,0.23517948964267657,0.5695010913546379,4,0,0
1,xgb,0.7107107107107107,0.2179281898438132,0.6780156356789788,4,0,0
2,glmnet,0.6306306306306306,0.22783877867538277,0.9590152493123277,4,0,0
2,rf,0.5785785785785785,0.25660390134528066,0.31108800333295167,4,0,0
2,xgb,0.6166166166166166,0.255960857754614,0.33901496029431555,4,0,0
3,glmnet,0.7077077077077077,0.21094272298296549,0.749007181056951,4,0,0
3,rf,0.7477477477477478,0.203209709871267,1.1108348189170314,4,0,0
3,xgb,0.7447447447447447,0.20203325527612628,0.9330366319847943,4,0,0
4,glmnet,0.6424897119341564,0.21790506352311692,0.9580153069387856,4,0,0
4,rf,0.6574074074074074,0.22295810081995407,0.7277846629728687,4,0,0
4,xgb,0.7016460905349794,0.210323003296668,0.8301049966386055,4,0,0
5,glmnet,0.8443443443443444,0.17177239985076806,3.178085782677102,4,0,0
5,rf,0.8268268268268268,0.1795145921617585,1.9638052568492677,4,0,0
5,xgb,0.8598598598598598,0.15970025392215775,1.9816100802747207,4,0,0
1,glmnet,0.7403651115618661,0.1988303874455554,0.9230948175697548,4,0,-5
1,rf,0.7210953346855984,0.213872499314222,0.9291290647794658,4,0,-5
1,xgb,0.7454361054766734,0.20650823219270956,0.8994161905179829,4,0,-5
2,glmnet,0.8044117647058824,0.17481033155974032,1.6380649143526422,4,0,-5
2,rf,0.7705882352941177,0.19770505200405633,0.9651578710235401,4,0,-5
2,xgb,0.7843137254901961,0.1887681236008368,0.9500164315758257,4,0,-5
3,glmnet,0.6847290640394088,0.2185090900777134,0.7625460143082388,4,0,-5
3,rf,0.7044334975369458,0.21565473206373836,0.7714085840939471,4,0,-5
3,xgb,0.6866995073891625,0.22179871716885685,0.6140654950231677,4,0,-5
4,glmnet,0.7266666666666667,0.20526546067207002,0.9394817532870287,4,0,-5
4,rf,0.7295238095238096,0.20729648423103764,1.0688690872958695,4,0,-5
4,xgb,0.7285714285714285,0.2091920709852858,0.8505629457130595,4,0,-5
5,glmnet,0.6612576064908722,0.23627423300136915,0.5985345232938395,4,0,-5
5,rf,0.6561866125760649,0.24192516640333428,0.544860430344131,4,0,-5
5,xgb,0.6643002028397565,0.25127780753298884,0.4264896595079189,4,0,-5
1,glmnet,0.798611111111111,0.1772478070768847,1.8744317034040352,4,0,-7
1,rf,0.7976190476190477,0.1836924076035103,1.1864459787443715,4,0,-7
1,xgb,0.8045634920634921,0.18300067297769412,0.9868321162124092,4,0,-7
2,glmnet,0.8472222222222222,0.1665245198861698,1.4580562299245905,4,0,-7
2,rf,0.763888888888889,0.19756158404709517,1.2795488161194601,4,0,-7
2,xgb,0.8095238095238095,0.18282864912881697,1.4059133188237574,4,0,-7
3,glmnet,0.6984126984126984,0.22107345645107732,0.6188860796898163,4,0,-7
3,rf,0.6815476190476191,0.2249820081894358,0.6893823660368756,4,0,-7
3,xgb,0.7003968253968255,0.22725650200665878,0.5463137390158522,4,0,-7
4,glmnet,0.676954732510288,0.22121465343915603,0.6763522326049692,4,0,-7
4,rf,0.6718106995884773,0.22478338773247267,0.5799777249413636,4,0,-7
4,xgb,0.691358024691358,0.22318283564108995,0.5858625402839208,4,0,-7
5,glmnet,0.7430555555555556,0.19897823183474192,0.8989161398928577,4,0,-7
5,rf,0.6765873015873016,0.22606489971990745,0.6531264331343869,4,0,-7
5,xgb,0.7103174603174603,0.215375966685107,0.69006029610081,4,0,-7
1,glmnet,0.7074898785425101,0.2053929159516846,0.7447914807089588,4,0,-10
1,rf,0.6740890688259109,0.22498706944324387,0.49550556306850435,4,0,-10
1,xgb,0.7196356275303644,0.21268939325646175,0.623333436318914,4,0,-10
2,glmnet,0.762993762993763,0.18974211686217446,1.8944724021526522,4,0,-10
2,rf,0.8024948024948025,0.17842200191602076,1.1556475384711136,4,0,-10
2,xgb,0.817047817047817,0.1706979027617739,1.0685119164966315,4,0,-10
3,glmnet,0.7927927927927928,0.16434123618458532,1.5795228044453016,4,0,-10
3,rf,0.8158158158158159,0.168877041989788,2.0131500362342414,4,0,-10
3,xgb,0.8018018018018018,0.17524373455071102,1.2978434664205067,4,0,-10
4,glmnet,0.7752752752752753,0.1792502516167871,1.2233921282046145,4,0,-10
4,rf,0.7287287287287287,0.203131211879019,0.8717990959531677,4,0,-10
4,xgb,0.7727727727727728,0.19602231330050418,0.846336565931332,4,0,-10
5,glmnet,0.6961961961961962,0.22897527207170384,5.294698401465095,4,0,-10
5,rf,0.7057057057057057,0.21789873297618903,0.7851011732682444,4,0,-10
5,xgb,0.6916916916916916,0.22961665475784213,0.6091932397103422,4,0,-10
1,glmnet,0.5283400809716599,0.2643144655657697,0.15467414038529734,5,0,0
1,rf,0.5455465587044535,0.2558621574228249,0.20682824748518444,5,0,0
1,xgb,0.5597165991902834,0.2610128587686432,0.2202306108000226,5,0,0
2,glmnet,0.7064777327935222,0.21476505981754296,1.1754704089108072,5,0,0
2,rf,0.6831983805668016,0.22170112241651455,1.2033708483872672,5,0,0
2,xgb,0.6518218623481782,0.22146109844917267,0.8386583695483002,5,0,0
3,glmnet,0.58004158004158,0.23992937623778374,2.9995354742907434,5,0,0
3,rf,0.6278586278586279,0.23222159977871504,0.7833089023276636,5,0,0
3,xgb,0.6185031185031186,0.237473366521507,0.5701672267830188,5,0,0
4,glmnet,0.6029106029106029,0.23283924352133772,0.7105773478352844,5,0,0
4,rf,0.6143451143451144,0.23288615731347076,0.75699989112203,5,0,0
4,xgb,0.603950103950104,0.2402980099592073,0.543698205240359,5,0,0
5,glmnet,0.7202729044834308,0.21532597288027716,1.0872890940533053,5,0,0
5,rf,0.6364522417153996,0.232004769962696,0.8577794103454497,5,0,0
5,xgb,0.638401559454191,0.23587348653082105,0.6152556416714215,5,0,0
1,glmnet,0.6527777777777778,0.17314141490823523,0.8824099428717952,5,0,-5
1,rf,0.5694444444444444,0.20262162807002668,-0.40373464208412263,5,0,-5
1,xgb,0.5680555555555555,0.18511101130780264,0.4491773223921398,5,0,-5
2,glmnet,0.5611979166666666,0.18934527125753708,0.3367319192626818,5,0,-5
2,rf,0.5403645833333334,0.19179678346366008,0.1152691135451508,5,0,-5
2,xgb,0.4557291666666667,0.20598220705202333,-0.18878513120021662,5,0,-5
3,glmnet,0.6849489795918368,0.1656042216805122,1.222556002372978,5,0,-5
3,rf,0.6045918367346939,0.17949316923428954,0.4541016263633471,5,0,-5
3,xgb,0.4630102040816326,0.1890718887185423,0.27087947668237056,5,0,-5
4,glmnet,0.5659863945578231,0.18090874000342544,0.5349133266409203,5,0,-5
4,rf,0.4965986394557823,0.18742433258110427,0.2564349020513178,5,0,-5
4,xgb,0.5224489795918367,0.19178417617278187,0.20752610665769386,5,0,-5
5,glmnet,0.5375,0.20061753913479705,0.14983073683540832,5,0,-5
5,rf,0.4611111111111111,0.20656567656558478,-0.23583009210048722,5,0,-5
5,xgb,0.4930555555555555,0.21083976007024496,-0.045788146227951625,5,0,-5
1,glmnet,0.5763305322128851,0.16726542843891196,1.8649931572444494,5,0,-7
1,rf,0.5336134453781513,0.17969493935315384,-0.009582114597579326,5,0,-7
1,xgb,0.542016806722689,0.17985049362835417,0.18688466674428575,5,0,-7
2,glmnet,0.6371428571428571,0.1678121301605728,0.8190188536371381,5,0,-7
2,rf,0.5414285714285714,0.18391011872926885,-0.24576567073558941,5,0,-7
2,xgb,0.6257142857142857,0.199015610454924,-0.6781522599065003,5,0,-7
3,glmnet,0.5592307692307692,0.16272751676708092,0.9486238970510137,5,0,-7
3,rf,0.47692307692307695,0.1701372742166149,0.25842589202944516,5,0,-7
3,xgb,0.5123076923076924,0.1722185704812902,0.16546001970251897,5,0,-7
4,glmnet,0.5285714285714286,0.18952311420758686,-0.22976373385017607,5,0,-7
4,rf,0.5057142857142857,0.18200435729707623,0.10361299251613523,5,0,-7
4,xgb,0.5171428571428571,0.1958359880136275,0.04857227601809606,5,0,-7
5,glmnet,0.6507692307692308,0.16041419538415985,5.5741034650021035,5,0,-7
5,rf,0.4938461538461539,0.18065594152145475,0.04648438461721182,5,0,-7
5,xgb,0.5,0.18122825671178472,-0.06484648751134732,5,0,-7
1,glmnet,0.49924585218702866,0.1631922663726921,-0.004309512787566961,5,0,-10
1,rf,0.6425339366515838,0.18634821095227705,-0.8840571019096513,5,0,-10
1,xgb,0.6184012066365008,0.1839529600161009,-0.468645839973806,5,0,-10
2,glmnet,0.6339869281045752,0.14759902921540774,0.9326015751207759,5,0,-10
2,rf,0.5441176470588235,0.17499448935364667,-0.16510651706660454,5,0,-10
2,xgb,0.5931372549019608,0.18238156147164658,-0.31292947125541254,5,0,-10
3,glmnet,0.5701357466063348,0.1639581146021854,0.4612253576265427,5,0,-10
3,rf,0.6304675716440422,0.16161322781041193,0.4447098089591767,5,0,-10
3,xgb,0.6108597285067874,0.1660804448162816,0.4317726634936443,5,0,-10
4,glmnet,0.6971153846153846,0.1419872899240217,1.0388707054861432,5,0,-10
4,rf,0.6442307692307693,0.15018529319660784,0.8422671798951091,5,0,-10
4,xgb,0.6378205128205128,0.15209203646744068,0.7784645721736063,5,0,-10
5,glmnet,0.46955128205128205,0.16561710836212523,-0.2912948576960386,5,0,-10
5,rf,0.5400641025641025,0.17407833811733403,-0.3908753359893537,5,0,-10
5,xgb,0.5112179487179487,0.17521464550022334,-0.18487093389209447,5,0,-10
1,glmnet,0.6038961038961038,0.2184009079490642,0.5550822462325988,6,0,0
1,rf,0.5735930735930735,0.23174341911945276,0.29978205487102727,6,0,0
1,xgb,0.5746753246753247,0.23314504204996483,0.23883257069472427,6,0,0
2,glmnet,0.6785714285714286,0.207346408130841,1.5385066259654516,6,0,0
2,rf,0.6244588744588744,0.21609955308744508,0.7346656898595082,6,0,0
2,xgb,0.6590909090909091,0.20893181889968734,0.8201803219509729,6,0,0
3,glmnet,0.6829004329004329,0.21039538020713333,0.6713491334694434,6,0,0
3,rf,0.6720779220779222,0.21470079930659594,0.689255598919109,6,0,0
3,xgb,0.6363636363636364,0.2304597950918594,0.38728890370958813,6,0,0
4,glmnet,0.7475083056478405,0.18871109045228315,1.3605004522760165,6,0,0
4,rf,0.7452934662236987,0.18670230952341008,1.5111654419149478,6,0,0
4,xgb,0.7198228128460686,0.18661582735236326,1.1565272407290033,6,0,0
5,glmnet,0.5510204081632653,0.24030655002878396,0.2585468557303307,6,0,0
5,rf,0.6462585034013605,0.21300244881578087,0.7325129610107485,6,0,0
5,xgb,0.6054421768707483,0.22413984975018747,0.49006355949100455,6,0,0
1,glmnet,0.6193910256410257,0.14921598471174058,1.3585489406461186,6,0,-5
1,rf,0.5641025641025641,0.15832008367081096,0.2897286936600554,6,0,-5
1,xgb,0.5240384615384616,0.16584190783876718,0.0833109026437531,6,0,-5
2,glmnet,0.7203525641025641,0.14565022047303236,3.9594403364820314,6,0,-5
2,rf,0.7836538461538461,0.1300635537955207,1.6057826348733923,6,0,-5
2,xgb,0.8076923076923077,0.1262896820863495,1.7062175292783808,6,0,-5
3,glmnet,0.5856643356643356,0.14523439953867223,-3.2380744370752823,6,0,-5
3,rf,0.5524475524475525,0.17378702497414728,-0.17692036900431526,6,0,-5
3,xgb,0.5804195804195804,0.1822426618426291,-0.23285980169288933,6,0,-5
4,glmnet,0.7147435897435898,0.14594716448271855,3.6303081527099272,6,0,-5
4,rf,0.7339743589743589,0.13803345700935704,1.208774127954518,6,0,-5
4,xgb,0.7387820512820512,0.1377230665828572,1.058962347496784,6,0,-5
5,glmnet,0.8301282051282051,0.14634158799147104,13.237353558740365,6,0,-5
5,rf,0.6121794871794872,0.1545866892040755,0.546162238736177,6,0,-5
5,xgb,0.6330128205128205,0.15996735567294423,0.45257668470521306,6,0,-5
1,glmnet,0.6646090534979423,0.11961629429678751,3.1438957625953172,6,0,-7
1,rf,0.5596707818930041,0.13172133003431355,0.2787389634940941,6,0,-7
1,xgb,0.4835390946502058,0.14644079671322677,-0.10708182247361092,6,0,-7
2,glmnet,0.6833333333333333,0.12838807340948874,3.1974572134962536,6,0,-7
2,rf,0.6222222222222222,0.1285801708892138,0.5444352184700448,6,0,-7
2,xgb,0.7314814814814815,0.12021859779715,0.9889338512683027,6,0,-7
3,glmnet,0.629090909090909,0.1271183677357434,2.4472617247143487,6,0,-7
3,rf,0.5781818181818181,0.14161666069991968,0.39080577120096865,6,0,-7
3,xgb,0.58,0.1428605872191809,0.27419113551377244,6,0,-7
4,glmnet,0.6361111111111111,0.12906644257159278,3.370642002268425,6,0,-7
4,rf,0.6370370370370371,0.13402456265321375,0.5638969413330219,6,0,-7
4,xgb,0.638888888888889,0.13365437396846613,0.49134689505018586,6,0,-7
5,glmnet,0.5411522633744856,0.12234877548767394,0.4369087949954855,6,0,-7
5,rf,0.4979423868312757,0.1418356501957922,-0.1060094693668476,6,0,-7
5,xgb,0.51440329218107,0.13617812806064303,0.013998674129528871,6,0,-7
1,glmnet,0.7477272727272727,0.10839528782252104,6.9354879755718075,6,0,-10
1,rf,0.42954545454545456,0.11740162142104842,0.37328608671644914,6,0,-10
1,xgb,0.5659090909090909,0.11590559332156956,0.34938983910505805,6,0,-10
2,glmnet,0.5952380952380952,0.1179253014462557,1.426999236489021,6,0,-10
2,rf,0.4662698412698413,0.12917521835970638,0.22844996276245608,6,0,-10
2,xgb,0.5059523809523809,0.1367247818902075,-0.08035856003251568,6,0,-10
3,glmnet,0.6545454545454545,0.10824826959311484,3.474253698669326,6,0,-10
3,rf,0.4431818181818182,0.11711897518123911,0.31235376950480426,6,0,-10
3,xgb,0.5954545454545455,0.12289680016214707,0.2652015084508057,6,0,-10
