Fold,Model,AUC,Brier,Slope,Imputation,Delta,Threshold
5,xgb,0.5596707818930041,0.25447131107926635,0.22485935397822407,1,10,-7
1,glmnet,0.5,0.23446174548250667,NA,1,10,-10
1,rf,0.49062500000000003,0.25706980322537715,-0.13896996435934947,1,10,-10
1,xgb,0.5270833333333333,0.24752555191606324,0.08030772615620521,1,10,-10
2,glmnet,0.5692307692307692,0.24514316664628744,-1.6307602245628419,1,10,-10
2,rf,0.6543589743589744,0.3018900565350594,-0.901132364200212,1,10,-10
2,xgb,0.638974358974359,0.30151852602790447,-0.5936460900366838,1,10,-10
3,glmnet,0.5557291666666667,0.23129992005040528,1.0597527618351807,1,10,-10
3,rf,0.640625,0.21770766279102113,1.2208956608643475,1,10,-10
3,xgb,0.6916666666666667,0.21072792577404087,1.4292913838472554,1,10,-10
4,glmnet,0.558974358974359,0.23770921176802773,12.59288922171958,1,10,-10
4,rf,0.4994871794871795,0.250110067151972,0.12551967795985586,1,10,-10
4,xgb,0.5466666666666666,0.2639527473407466,-0.08718101482672791,1,10,-10
5,glmnet,0.5021367521367521,0.25622900023989376,-0.18572418550174247,1,10,-10
5,rf,0.44017094017094016,0.23849966046443788,0.4131048509080809,1,10,-10
5,xgb,0.5213675213675214,0.25147918774033196,0.13251666425427402,1,10,-10
1,glmnet,0.6884469696969697,0.2240199762140251,1.1301885949690007,2,10,0
1,rf,0.5804924242424243,0.24921804202740724,0.4767340856245759,2,10,0
1,xgb,0.5946969696969697,0.25557195615309836,0.36194586335711976,2,10,0
2,glmnet,0.6643145161290323,0.23779025005286758,0.5567740143902692,2,10,0
2,rf,0.6199596774193549,0.24100382633211392,0.6385422852999213,2,10,0
2,xgb,0.6048387096774194,0.2544677231742375,0.38019224694966913,2,10,0
3,glmnet,0.7338709677419355,0.21278012479820532,1.2851466358992965,2,10,0
3,rf,0.71875,0.21586410472495873,1.3147551273432998,2,10,0
3,xgb,0.7036290322580645,0.22421544098136081,0.7366015409319498,2,10,0
4,glmnet,0.6513671875,0.237756138143824,0.6221984556568171,2,10,0
4,rf,0.658203125,0.23176702363781468,0.8336315929671752,2,10,0
4,xgb,0.673828125,0.2301768373135762,0.7087994153678915,2,10,0
5,glmnet,0.6637341153470185,0.23089750985957488,0.7061080592853448,2,10,0
5,rf,0.603128054740958,0.24547877189747483,0.5822826603817659,2,10,0
5,xgb,0.6314760508308895,0.2439634691369688,0.52710827993829,2,10,0
1,glmnet,0.5831485587583148,0.24407253909056037,0.28366725617248373,2,10,-5
1,rf,0.4434589800443459,0.2357192235217154,0.38106182242112174,2,10,-5
1,xgb,0.5399113082039911,0.2528053120957422,0.20489559894909593,2,10,-5
2,glmnet,0.7427937915742794,0.19737868868499137,1.682259092561871,2,10,-5
2,rf,0.6197339246119734,0.2178274698700519,0.8672686997929856,2,10,-5
2,xgb,0.5509977827050998,0.2337183217086497,0.25552236297740943,2,10,-5
3,glmnet,0.6832298136645962,0.2016977247582301,1.0826743852918048,2,10,-5
3,rf,0.7049689440993788,0.20205171546047865,1.3521665434275016,2,10,-5
3,xgb,0.7194616977225673,0.20025505839455754,1.2459696585947033,2,10,-5
4,glmnet,0.7494824016563147,0.19297816677080493,1.7186033901439401,2,10,-5
4,rf,0.6242236024844721,0.2201589082676748,0.7893902120430785,2,10,-5
4,xgb,0.6759834368530021,0.21573399843627872,0.7489311555807259,2,10,-5
5,glmnet,0.5886917960088692,0.23034221817886283,0.4530420450540193,2,10,-5
5,rf,0.5365853658536586,0.2376263346005509,0.12896214944331613,2,10,-5
5,xgb,0.5388026607538803,0.24119954545507935,0.11038679454245649,2,10,-5
1,glmnet,0.5806818181818182,0.2256954273964011,0.375708101456264,2,10,-7
1,rf,0.5409090909090909,0.22931718360979889,0.2517471090078674,2,10,-7
1,xgb,0.5750000000000001,0.22569730291568046,0.29610535115303044,2,10,-7
2,glmnet,0.5102272727272728,0.23944879681328,-0.01562127620081676,2,10,-7
2,rf,0.5261363636363636,0.22957035332864756,0.11913757584723382,2,10,-7
2,xgb,0.5170454545454546,0.23062279745737904,0.10557640934776034,2,10,-7
3,glmnet,0.713953488372093,0.19326280745417357,1.3465444223731797,2,10,-7
3,rf,0.663953488372093,0.19891715008576905,1.0551855227113103,2,10,-7
3,xgb,0.6779069767441861,0.20259579212887055,0.7760242195310543,2,10,-7
4,glmnet,0.6846590909090909,0.20498826998006137,2.6972767020113055,2,10,-7
4,rf,0.6318181818181818,0.20773457050427938,0.8096204788683592,2,10,-7
4,xgb,0.6488636363636364,0.20721970345450244,0.6711754114949199,2,10,-7
5,glmnet,0.7,0.19963201250841872,0.7570513605412534,2,10,-7
5,rf,0.6693181818181818,0.20268279409689777,0.8007149100892849,2,10,-7
5,xgb,0.5897727272727272,0.21238443997449952,0.5792668059408915,2,10,-7
1,glmnet,0.6304347826086957,0.19649141050512944,0.7669198816951877,2,10,-10
1,rf,0.47101449275362317,0.2050827147870786,0.33522617901324225,2,10,-10
1,xgb,0.5942028985507246,0.20473674731237518,0.5135401641211043,2,10,-10
2,glmnet,0.4673913043478261,0.23207301176038533,-0.17631240445737834,2,10,-10
2,rf,0.5990338164251208,0.23976376648623152,-0.4038655005229833,2,10,-10
2,xgb,0.5688405797101449,0.24431425886976782,-0.16766796242844767,2,10,-10
3,glmnet,0.5736714975845411,0.22480659771256797,0.16227312886870163,2,10,-10
3,rf,0.5120772946859903,0.21685115911301392,0.17911974606279618,2,10,-10
3,xgb,0.5157004830917874,0.2241881780012719,-0.03934949549071879,2,10,-10
4,glmnet,0.5954106280193237,0.19813849122637364,0.7112254797948931,2,10,-10
4,rf,0.572463768115942,0.20176798966836262,0.460437733959834,2,10,-10
4,xgb,0.5942028985507246,0.1928757464009331,0.6839983554151627,2,10,-10
5,glmnet,0.6368286445012787,0.18826520739673086,0.9843591238515694,2,10,-10
5,rf,0.5549872122762148,0.2037766572853411,0.23008287989390605,2,10,-10
5,xgb,0.5549872122762148,0.20163629779719705,0.34201652980252056,2,10,-10
1,glmnet,0.5382059800664452,0.23403085351946493,0.13443657542758233,3,10,0
1,rf,0.4795127353266888,0.23723183279556226,-0.36445624199141946,3,10,0
1,xgb,0.4972314507198228,0.23891081821772758,-0.07113721119222442,3,10,0
2,glmnet,0.5,0.22050197039600153,NA,3,10,0
2,rf,0.6046511627906976,0.21381759532544872,0.8612770237307381,3,10,0
2,xgb,0.6733111849390919,0.20568973577638514,0.9235668740012735,3,10,0
3,glmnet,0.6465116279069768,0.20358801776593866,1.149141577043976,3,10,0
3,rf,0.5953488372093023,0.22223674333444743,0.4120609707691408,3,10,0
3,xgb,0.5674418604651162,0.23674633583229587,0.21882241569892927,3,10,0
4,glmnet,0.5476744186046512,0.2486609245136693,-0.10904102394978558,3,10,0
4,rf,0.5802325581395349,0.24958178206056367,-0.6431936299305325,3,10,0
4,xgb,0.6,0.2541932840566927,-0.38824508394830726,3,10,0
5,glmnet,0.5573593073593074,0.2166047035058921,1.7106353293405387,3,10,0
5,rf,0.6006493506493507,0.22245889819238862,0.4849883639364363,3,10,0
5,xgb,0.604978354978355,0.22454567545246357,0.3651141929213913,3,10,0
1,glmnet,0.5686274509803921,0.25665810120775734,0.2653299734443531,3,10,-5
1,rf,0.6186274509803922,0.243111077537938,0.6684491779682471,3,10,-5
1,xgb,0.5980392156862745,0.2495598266100564,0.4662817704613514,3,10,-5
2,glmnet,0.5295238095238095,0.26109625053587737,0.15465887992627728,3,10,-5
2,rf,0.52,0.2640649288248659,0.1087406060510391,3,10,-5
2,xgb,0.5057142857142857,0.27310788706195466,-0.007229915219927059,3,10,-5
3,glmnet,0.5881773399014778,0.28243827401319227,-0.17463941853520068,3,10,-5
3,rf,0.5674876847290641,0.2720263542084341,-0.49601644652933674,3,10,-5
3,xgb,0.5536945812807882,0.28142329870562294,-0.29950691553452613,3,10,-5
4,glmnet,0.5801217038539553,0.24593644500927825,0.5594362442619983,3,10,-5
4,rf,0.5385395537525355,0.25406321012470734,0.31898808136626444,3,10,-5
4,xgb,0.5182555780933062,0.2689080993839758,0.11825498450919332,3,10,-5
5,glmnet,0.6384381338742393,0.23950603517984112,1.2309291597621663,3,10,-5
5,rf,0.5730223123732252,0.2520901131663422,0.37530918123497437,3,10,-5
5,xgb,0.5628803245436106,0.25351909880674567,0.3778939400104956,3,10,-5
1,glmnet,0.46875,0.2654846670342869,0.1957291584267309,3,10,-7
1,rf,0.5009765625,0.27132886126649963,0.1133588844560531,3,10,-7
1,xgb,0.5361328125,0.2699001695169486,0.20583219046093898,3,10,-7
2,glmnet,0.5400782013685239,0.2469059589234404,0.8851792567759894,3,10,-7
2,rf,0.520039100684262,0.2621311723003825,0.1606144614209429,3,10,-7
2,xgb,0.592375366568915,0.25554578893369645,0.36457210631191883,3,10,-7
3,glmnet,0.7459677419354839,0.21413540301626804,2.4932873102828927,3,10,-7
3,rf,0.6008064516129032,0.24154190115712607,0.9106007917772048,3,10,-7
3,xgb,0.6401209677419355,0.23147189948846275,1.3190326306750604,3,10,-7
4,glmnet,0.6174395161290323,0.23988852847873715,0.9859220002273533,3,10,-7
4,rf,0.564516129032258,0.25687238242423527,0.2587896975069797,3,10,-7
4,xgb,0.592741935483871,0.2491010240791876,0.4408945776942432,3,10,-7
5,glmnet,0.5795454545454546,0.2440400138014244,0.8294867973043337,3,10,-7
5,rf,0.4914772727272727,0.27624595961828485,-0.27691554804954466,3,10,-7
5,xgb,0.5284090909090909,0.2850540667837213,-0.08142043906161696,3,10,-7
1,glmnet,0.5908163265306122,0.24824901812837874,0.3678579472192332,3,10,-10
1,rf,0.5081632653061224,0.2690698312791182,-0.05327688284057137,3,10,-10
1,xgb,0.5387755102040817,0.26712103032946793,0.027059111356476068,3,10,-10
2,glmnet,0.5990147783251232,0.25059653822786765,0.4506327003889289,3,10,-10
2,rf,0.5635467980295567,0.2538784900263775,0.29441936006119085,3,10,-10
2,xgb,0.593103448275862,0.252350968636131,0.28352906992995475,3,10,-10
3,glmnet,0.5540816326530612,0.25914454090716155,0.1943126995291667,3,10,-10
3,rf,0.5581632653061225,0.28772691272315126,-0.3270591024368963,3,10,-10
3,xgb,0.4887755102040816,0.28325757275312,-0.08775348924501518,3,10,-10
4,glmnet,0.610632183908046,0.24156160750749964,1.2575125675005627,3,10,-10
4,rf,0.6130268199233716,0.244383551344278,0.46968999682615253,3,10,-10
4,xgb,0.5756704980842912,0.2582649348147978,0.24546713592022618,3,10,-10
5,glmnet,0.6793103448275862,0.23697017444197183,3.009342757016042,3,10,-10
5,rf,0.7211822660098522,0.21900613318696766,1.3899791094321825,3,10,-10
5,xgb,0.7192118226600985,0.2112764015837882,1.328046884778842,3,10,-10
1,glmnet,0.6496598639455782,0.2175523073784284,0.5512199813705955,4,10,0
1,rf,0.6485260770975056,0.21169283625762247,0.7568078315111,4,10,0
1,xgb,0.6473922902494331,0.21064026654626108,0.6517878467477027,4,10,0
2,glmnet,0.6222943722943723,0.21602150280774185,0.6180029170149922,4,10,0
2,rf,0.461038961038961,0.22623735075658896,0.38818035825296443,4,10,0
2,xgb,0.5800865800865801,0.22686293984438033,0.43725058790487703,4,10,0
3,glmnet,0.7261904761904762,0.1922595399833607,1.1569423801252445,4,10,0
3,rf,0.6948051948051949,0.20246494762280692,1.3031499579075152,4,10,0
3,xgb,0.645021645021645,0.21265565096056005,0.6996979202329701,4,10,0
4,glmnet,0.5497835497835498,0.2353182051696631,0.23901794620532457,4,10,0
4,rf,0.5487012987012987,0.2345007281000689,0.21373229095979973,4,10,0
4,xgb,0.5833333333333333,0.23165501812596517,0.38171012751049377,4,10,0
5,glmnet,0.6832779623477298,0.21058429566489995,0.717181342820759,4,10,0
5,rf,0.6256921373200443,0.21850195995272242,0.5967915171368012,4,10,0
5,xgb,0.6843853820598006,0.2118809727434581,0.6840502077131179,4,10,0
1,glmnet,0.6387254901960784,0.238260196080085,0.6407157790488219,4,10,-5
1,rf,0.6137254901960785,0.24156645976219637,0.545960401791151,4,10,-5
1,xgb,0.6117647058823529,0.24707084553264558,0.4257207271867179,4,10,-5
2,glmnet,0.6212121212121212,0.2395060299893967,0.6780140406087722,4,10,-5
2,rf,0.6222222222222222,0.2415490476327125,0.6086663974321637,4,10,-5
2,xgb,0.6343434343434343,0.23893287241680874,0.6224248228204543,4,10,-5
3,glmnet,0.5752688172043011,0.2502781388395659,0.47220323332814795,4,10,-5
3,rf,0.541544477028348,0.2735004778186569,0.0714645552254659,4,10,-5
3,xgb,0.4916911045943304,0.29872063535208304,-0.036858171884704395,4,10,-5
4,glmnet,0.7688172043010751,0.23276188189402333,9.626092239901315,4,10,-5
4,rf,0.6871945259042034,0.2261440134194826,0.9399880407750749,4,10,-5
4,xgb,0.7311827956989247,0.220740205752941,0.890626384719272,4,10,-5
5,glmnet,0.692156862745098,0.22567283164820406,0.8882639020642825,4,10,-5
5,rf,0.653921568627451,0.24297640077625937,0.5360099252840848,4,10,-5
5,xgb,0.6362745098039215,0.24594697429799045,0.495847337870038,4,10,-5
1,glmnet,0.6824596774193548,0.23165388888128435,3.1555722113203446,4,10,-7
1,rf,0.6854838709677419,0.2256034697729657,0.8364947557057104,4,10,-7
1,xgb,0.6794354838709677,0.23110648359633798,0.6817662654716343,4,10,-7
2,glmnet,0.6337890625,0.2339285297747667,0.9460619996642969,4,10,-7
2,rf,0.6962890625,0.22354903356673772,0.8450923637117751,4,10,-7
2,xgb,0.6787109375,0.2307199947266861,0.6509350213104392,4,10,-7
3,glmnet,0.72998046875,0.2139318384571102,1.4127181280659271,4,10,-7
3,rf,0.6552734375,0.23842454431631543,0.7667878356572672,4,10,-7
3,xgb,0.6552734375,0.2349968912366247,0.7147694416938206,4,10,-7
4,glmnet,0.703125,0.23066144669360777,3.9028267291726464,4,10,-7
4,rf,0.7685546875,0.2019057347116953,1.486114158731625,4,10,-7
4,xgb,0.7666015625,0.19749485376329184,1.230154803070217,4,10,-7
5,glmnet,0.5625,0.27320725632515425,0.23324400261979106,4,10,-7
5,rf,0.599609375,0.25065551017532267,0.5133256193292367,4,10,-7
5,xgb,0.6103515625,0.2613846273083349,0.3931378167078505,4,10,-7
1,glmnet,0.7142857142857143,0.21652104975545092,2.411956765029781,4,10,-10
1,rf,0.6514285714285715,0.230150276411544,0.7951466543502353,4,10,-10
1,xgb,0.6676190476190477,0.2295851609745174,0.7160105007652087,4,10,-10
2,glmnet,0.6156186612576064,0.24622498815252958,0.46778776503884484,4,10,-10
2,rf,0.6531440162271805,0.23944851919141721,0.49757813820966024,4,10,-10
2,xgb,0.6369168356997972,0.25152710261411887,0.42838679362245913,4,10,-10
3,glmnet,0.7196078431372549,0.2163954886895082,2.4009724342417886,4,10,-10
3,rf,0.7745098039215687,0.19918996802620367,1.511157108555143,4,10,-10
3,xgb,0.7254901960784313,0.21303867723292552,0.9763585616007149,4,10,-10
4,glmnet,0.7206896551724138,0.21266523770249823,1.2476637973288511,4,10,-10
4,rf,0.6512315270935961,0.2360652235680243,0.6086460426460915,4,10,-10
4,xgb,0.6679802955665024,0.234971355537744,0.5452125582620866,4,10,-10
5,glmnet,0.7530425963488844,0.19676463073710201,1.4606559659837515,4,10,-10
5,rf,0.7941176470588235,0.18741020998773372,1.210021157228359,4,10,-10
5,xgb,0.7809330628803245,0.19300461727053805,0.9816317096194446,4,10,-10
1,glmnet,0.7297297297297297,0.20111571374534445,1.6226390823527421,5,10,0
1,rf,0.6276276276276276,0.23713467029985405,0.6312591707514092,5,10,0
1,xgb,0.6576576576576576,0.22888735247704342,0.7370383850603003,5,10,0
2,glmnet,0.5825825825825826,0.23530688560862878,0.7905924602283153,5,10,0
2,rf,0.5995995995995996,0.23950445243839716,0.6073587285574237,5,10,0
2,xgb,0.6046046046046046,0.24267332433441785,0.49694039720179883,5,10,0
3,glmnet,0.5904365904365905,0.2449754568211841,0.3763848446338725,5,10,0
3,rf,0.6008316008316009,0.24596168488102277,0.3560711571031875,5,10,0
3,xgb,0.5935550935550936,0.24926812424072964,0.30911768034579046,5,10,0
4,glmnet,0.6720647773279352,0.22033468336512826,0.8579046363422548,5,10,0
4,rf,0.5597165991902834,0.2441885886509384,0.42863513096424993,5,10,0
4,xgb,0.5668016194331984,0.25119144495803114,0.3198723053070372,5,10,0
5,glmnet,0.44939271255060725,0.250779406470432,0.3355358283891433,5,10,0
5,rf,0.4939271255060729,0.269448153710312,-0.057606872574829784,5,10,0
5,xgb,0.5779352226720648,0.2545453911421807,0.31886303833750684,5,10,0
1,glmnet,0.6317948717948718,0.23138488550886518,0.6171200354499863,5,10,-5
1,rf,0.5435897435897435,0.2496971750989502,0.2714250059107818,5,10,-5
1,xgb,0.5671794871794872,0.2512624836673162,0.3313682318513939,5,10,-5
2,glmnet,0.5993589743589743,0.22776076972628914,0.6038068716697221,5,10,-5
2,rf,0.5021367521367521,0.25160158111893877,0.08863115043656397,5,10,-5
2,xgb,0.5673076923076923,0.23969952945605136,0.43539199869905687,5,10,-5
3,glmnet,0.6358974358974359,0.2215987917781733,0.8132330520135983,5,10,-5
3,rf,0.6153846153846154,0.2279821211993637,0.7749096720196184,5,10,-5
3,xgb,0.6492307692307693,0.22643212616386693,0.6648624096554019,5,10,-5
4,glmnet,0.6645833333333333,0.21699815477642187,0.9579589920077728,5,10,-5
4,rf,0.7177083333333333,0.20873447826661973,1.3222043222920676,5,10,-5
4,xgb,0.7166666666666667,0.20886752341748754,0.9968922468812628,5,10,-5
5,glmnet,0.5805128205128205,0.2384539533842308,0.5120753570134103,5,10,-5
5,rf,0.522051282051282,0.25478609148483194,-0.024278681616379718,5,10,-5
5,xgb,0.558974358974359,0.24889153279753434,0.252901651016158,5,10,-5
1,glmnet,0.547077922077922,0.22495233223362265,0.597988689786561,5,10,-7
1,rf,0.5508658008658008,0.23366204268695667,0.34573527620958716,5,10,-7
1,xgb,0.5097402597402597,0.24341019325837435,0.14240366389617967,5,10,-7
2,glmnet,0.6666666666666666,0.2027364732923471,1.2146552680271254,5,10,-7
2,rf,0.47077922077922074,0.2223905538766867,0.714242458296111,5,10,-7
2,xgb,0.6266233766233766,0.21962690568500526,0.6951529097388067,5,10,-7
3,glmnet,0.541019955654102,0.2427810819695269,0.16309289594472542,5,10,-7
3,rf,0.5898004434589801,0.22433982527037044,0.5312743357061683,5,10,-7
3,xgb,0.5831485587583148,0.23368195155080362,0.3155882074724394,5,10,-7
4,glmnet,0.5454545454545454,0.25770245333284314,-0.041938822960665215,5,10,-7
4,rf,0.5573593073593074,0.2635086268953086,-0.33700288540852286,5,10,-7
4,xgb,0.5551948051948052,0.26651327488130533,-0.3041892304748855,5,10,-7
5,glmnet,0.6564156945917285,0.2221557034799359,3.4146454129242416,5,10,-7
5,rf,0.5906680805938495,0.23071314673213753,0.41874723651377777,5,10,-7
5,xgb,0.6065747613997879,0.2265962403563832,0.5124696180607309,5,10,-7
1,glmnet,0.5625730994152047,0.21214217906468447,0.4339109489646367,5,10,-10
1,rf,0.4830409356725146,0.2260429604229191,0.08649924471442966,5,10,-10
1,xgb,0.5181286549707602,0.2270741736991641,0.0986689922702154,5,10,-10
2,glmnet,0.5461988304093567,0.20619192830092375,0.5657302240000052,5,10,-10
2,rf,0.5076023391812865,0.221568661829458,-0.11898216132469153,5,10,-10
2,xgb,0.5181286549707602,0.22487073217217624,0.045759438582296,5,10,-10
3,glmnet,0.671604938271605,0.18936057722172653,0.9856015786207621,5,10,-10
3,rf,0.5876543209876542,0.2043313596034305,0.5731934303642076,5,10,-10
3,xgb,0.5604938271604938,0.2099414439431639,0.4027140736154946,5,10,-10
4,glmnet,0.6608187134502924,0.20518721476557106,0.6579349935373062,5,10,-10
4,rf,0.7485380116959064,0.18413424725674235,1.8313890352618305,5,10,-10
4,xgb,0.711111111111111,0.18923351253284776,1.1840047513503251,5,10,-10
5,glmnet,0.6421052631578947,0.19986109187968062,0.9984158270752642,5,10,-10
5,rf,0.5567251461988304,0.23176674376102507,-0.34800866115580587,5,10,-10
5,xgb,0.495906432748538,0.22382111053615178,-0.11268749396341497,5,10,-10
1,glmnet,0.7545638945233266,0.21074990454584783,2.092436804076414,6,10,0
1,rf,0.7028397565922921,0.2179886122497183,1.1360141608840353,6,10,0
1,xgb,0.744421906693712,0.20602477473399028,1.0952779081872939,6,10,0
2,glmnet,0.6754901960784314,0.22620206552594646,0.8777885012614443,6,10,0
2,rf,0.6254901960784314,0.24147792546645183,0.6271396751267978,6,10,0
2,xgb,0.6931372549019608,0.2207998570046887,0.8787929210140637,6,10,0
3,glmnet,0.6029411764705882,0.2423887282363492,2.3347299538114448,6,10,0
3,rf,0.5980392156862745,0.2462129736769009,0.5095591973390555,6,10,0
3,xgb,0.5754901960784313,0.264470742608788,0.24485374465252274,6,10,0
4,glmnet,0.6764705882352942,0.2283462761206363,0.8746747282791678,6,10,0
4,rf,0.6450980392156863,0.2371529157540685,0.7675009014353487,6,10,0
4,xgb,0.6401960784313725,0.2428165117056895,0.5420131207290152,6,10,0
5,glmnet,0.5696078431372549,0.25091411849721384,0.45701518176653744,6,10,0
5,rf,0.47745098039215683,0.2721289838001534,0.11225726449434294,6,10,0
5,xgb,0.5735294117647058,0.2741180916444204,0.15718826534547356,6,10,0
1,glmnet,0.4755813953488372,0.21596989536437883,0.6753577281428469,6,10,-5
1,rf,0.563953488372093,0.21717213765844604,0.5527409384732108,6,10,-5
1,xgb,0.6174418604651163,0.20879815243084524,0.7122516101354255,6,10,-5
2,glmnet,0.5284090909090909,0.22537608341043924,0.11640754551682077,6,10,-5
2,rf,0.49886363636363634,0.24243616104384952,-0.17139421495707147,6,10,-5
2,xgb,0.4977272727272727,0.25505705582101124,-0.20592396732971563,6,10,-5
3,glmnet,0.6318181818181818,0.2007354790464001,0.8674885401374904,6,10,-5
3,rf,0.5920454545454545,0.2130290910572193,0.5853185147127473,6,10,-5
3,xgb,0.6,0.2161955755653794,0.4818798949900863,6,10,-5
4,glmnet,0.6142045454545455,0.21014018174189994,1.774634552373571,6,10,-5
4,rf,0.6238636363636364,0.20658115136878008,0.7042556403152309,6,10,-5
4,xgb,0.5829545454545455,0.21499242130129237,0.46794992582509864,6,10,-5
5,glmnet,0.5585227272727272,0.21091088775591027,1.182460488706309,6,10,-5
5,rf,0.5397727272727273,0.2186197143371559,0.4103345007718805,6,10,-5
5,xgb,0.5465909090909091,0.2155071704481485,0.44188838919897716,6,10,-5
1,glmnet,0.5978260869565217,0.1982046743565203,1.4580955067132633,6,10,-7
1,rf,0.5615942028985507,0.21464873362125583,0.25494704903516024,6,10,-7
1,xgb,0.5797101449275363,0.22532679537508152,0.23605138708112172,6,10,-7
2,glmnet,0.6189613526570048,0.19700604665588572,1.657491263254277,6,10,-7
2,rf,0.53743961352657,0.21255291267040272,0.18194754537775476,6,10,-7
2,xgb,0.6026570048309179,0.20769842306972452,0.4521377508079456,6,10,-7
3,glmnet,0.6301627033792241,0.1889897511157067,2.412559289837744,6,10,-7
3,rf,0.6207759699624531,0.19106928963820308,0.5608040570037764,6,10,-7
3,xgb,0.6357947434292865,0.18737167846867597,0.7138666418794196,6,10,-7
4,glmnet,0.5969962453066333,0.19226399377078301,0.9919856777496912,6,10,-7
4,rf,0.49436795994993743,0.2123788698142158,0.10697773504432526,6,10,-7
4,xgb,0.5319148936170213,0.21637631315456363,0.14071436456069766,6,10,-7
5,glmnet,0.45524296675191817,0.20862620999369152,0.22216539400834448,6,10,-7
5,rf,0.5818414322250639,0.19787485483635028,0.39078998257058345,6,10,-7
5,xgb,0.5792838874680307,0.2020284908422765,0.3371344929107595,6,10,-7
1,glmnet,0.6107142857142857,0.16777625664617227,2.654251320644907,6,10,-10
1,rf,0.5557142857142857,0.17862872744702404,0.27352537996109083,6,10,-10
1,xgb,0.5742857142857143,0.1888344993609483,0.21060942090687723,6,10,-10
2,glmnet,0.6178571428571429,0.16740194761227914,3.0235666004543966,6,10,-10
2,rf,0.5614285714285714,0.17526842909918766,0.44714116532306175,6,10,-10
2,xgb,0.44285714285714284,0.16768069659989665,0.6907585757549042,6,10,-10
3,glmnet,0.5,0.1728396945529514,NA,6,10,-10
3,rf,0.717201166180758,0.1599916359681637,1.0111626547730042,6,10,-10
3,xgb,0.7113702623906706,0.157785357631907,0.9255236401019014,6,10,-10
