"Threshold","Split","Model","AUC","Brier","Slope","Events","n_test"
-7,18,"xgb",0.510416666666667,0.227858612727978,0.0310182739842098,4,28
-7,19,"glmnet",0.639455782312925,0.175559132567096,0.542426792395884,7,28
-7,19,"rf",0.554421768707483,0.217516857142857,0.159432822902297,7,28
-7,19,"xgb",0.639455782312925,0.20677776271595,0.335180634488427,7,28
-7,20,"glmnet",0.856060606060606,0.182502246207987,-7.99120587286267,6,28
-7,20,"rf",0.712121212121212,0.217956410101749,-0.76776485997317,6,28
-7,20,"xgb",0.583333333333333,0.266596363483375,-0.201686887429751,6,28
-10,1,"glmnet",0.669565217391304,0.161949678076942,0.380898807056989,5,28
-10,1,"rf",0.539130434782609,0.152254857142857,0.292076155360385,5,28
-10,1,"xgb",0.608695652173913,0.158767060586282,0.242648675997969,5,28
-10,2,"glmnet",0.44,0.15684137411602,0.107630586593658,3,28
-10,2,"rf",0.493333333333333,0.132544,-0.0675307079948434,3,28
-10,2,"xgb",0.426666666666667,0.129947602682662,-0.0883281012839668,3,28
-10,3,"glmnet",0.635416666666667,0.125349476277476,0.552350907579575,4,28
-10,3,"rf",0.552083333333333,0.134902,0.224797419358901,4,28
-10,3,"xgb",0.479166666666667,0.221255225255808,-0.0439986299969037,4,28
-10,4,"glmnet",0.6375,0.208214897918821,0.173993045580033,8,28
-10,4,"rf",0.50625,0.223136237603592,0.184972174003416,8,28
-10,4,"xgb",0.5875,0.244798547028984,0.112076227694735,8,28
-10,5,"glmnet",0.653333333333333,0.102678990680554,2.84581508714371,3,28
-10,5,"rf",0.52,0.120077944444444,0.158053393742099,3,28
-10,5,"xgb",0.586666666666667,0.169191537854514,-0.105196100931141,3,28
-10,6,"glmnet",0.693333333333333,0.124115419409576,0.553502710631777,3,28
-10,6,"rf",0.54,0.1402339375,-0.0183455977456753,3,28
-10,6,"xgb",0.653333333333333,0.150559359109932,-0.119829781436034,3,28
-10,7,"glmnet",0.466666666666667,0.121356478954255,0.176675749298478,3,28
-10,7,"rf",0.546666666666667,0.123453358310457,-0.237674884812883,3,28
-10,7,"xgb",0.613333333333333,0.131590885223916,-0.0566135801107962,3,28
-10,8,"glmnet",0.583333333333333,0.169773378822974,0.421403438563609,6,28
-10,8,"rf",0.568181818181818,0.176371787350221,0.405380411253985,6,28
-10,8,"xgb",0.424242424242424,0.237822525381534,0.0962347419376729,6,28
-10,9,"glmnet",0.634615384615385,0.128799435859126,-0.262940028400497,2,28
-10,9,"rf",0.557692307692308,0.123518967813411,-0.125514696578599,2,28
-10,9,"xgb",0.538461538461538,0.159708574211649,0.0666715150054023,2,28
-10,10,"glmnet",0.575757575757576,0.166435769274342,1.67217500751093,6,28
-10,10,"rf",0.613636363636364,0.165897634920635,0.377862128091762,6,28
-10,10,"xgb",0.621212121212121,0.172150258265032,0.238577907114484,6,28
-10,11,"glmnet",0.423076923076923,0.0864238104263036,2.10337781841326,2,28
-10,11,"rf",0.5,0.115835479824162,-0.00413149615602582,2,28
-10,11,"xgb",0.711538461538462,0.160457021590648,-0.292008676282945,2,28
-10,12,"glmnet",0.515151515151515,0.171312196072509,-0.0161712753797027,6,28
-10,12,"rf",0.53030303030303,0.178571515203749,-0.161639608416813,6,28
-10,12,"xgb",0.704545454545454,0.209603898922117,0.257952580252124,6,28
-10,13,"glmnet",0.537878787878788,0.167312879612049,1.35304418672951,6,28
-10,13,"rf",0.636363636363636,0.166955035714286,0.486795409807744,6,28
-10,13,"xgb",0.590909090909091,0.206432681780933,0.139591726662544,6,28
-10,14,"glmnet",0.557823129251701,0.205805126619273,-0.0883571987023639,7,28
-10,14,"rf",0.680272108843537,0.224943218540024,-0.979644407937127,7,28
-10,14,"xgb",0.564625850340136,0.269242349741334,-0.155723994551998,7,28
-10,15,"glmnet",0.695652173913044,0.146056879754962,0.738252217822989,5,28
-10,15,"rf",0.547826086956522,0.153212142857143,0.233423637266205,5,28
-10,15,"xgb",0.504347826086956,0.171243164711953,0.0760383959171629,5,28
-10,16,"glmnet",0.560606060606061,0.22394678130688,-0.0831645709972684,6,28
-10,16,"rf",0.568181818181818,0.218460331980891,-0.272055466376868,6,28
-10,16,"xgb",0.598484848484849,0.211803434917658,0.165262033573949,6,28
-10,17,"glmnet",0.59469696969697,0.17026456480814,1.09188104772596,6,28
-10,17,"rf",0.640151515151515,0.222929081349206,-0.397869133194184,6,28
-10,17,"xgb",0.590909090909091,0.235193861733915,0.0750749514227505,6,28
-10,18,"glmnet",0.546666666666667,0.124493766557024,-0.152309378554562,3,28
-10,18,"rf",0.706666666666667,0.0979962701308323,1.40717977228687,3,28
-10,18,"xgb",0.533333333333333,0.145867308753085,-0.0370990494156766,3,28
-10,19,"glmnet",0.478260869565217,0.172154237835121,-0.306068106865849,5,28
-10,19,"rf",0.560869565217391,0.157158656984127,0.21233373921789,5,28
-10,19,"xgb",0.556521739130435,0.215880961030177,-0.109191363227998,5,28
-10,20,"glmnet",0.659090909090909,0.144654657548349,1.23715267500507,6,28
-10,20,"rf",0.727272727272727,0.149819964285714,1.00071852606329,6,28
-10,20,"xgb",0.462121212121212,0.177366758199878,0.113758545850959,6,28
